quadro,pergunta,variavel,id,condicao,tipo,mensagem
quadro19.json,Total de dúzias de ovos de galinha vendidos no período de 01/10/2016 a 30/09/2017,V22080401,personalizada,V22080401 > V22080101,erro,"Quantidade de ovos vendidos maior que o produzidos, faça o acerto necessário"
quadro19.json,Preço médio:,V22080402,personalizada,V22080402 > 10 && V22080401 > 0,alerta,"Preço médio unitário da dúzia de ovos vendidos acima do esperado. Confirme com o produtor o preço de 1 dúzia de ovos vendidos e faça o acerto, se necessário."
quadro19.json,Preço médio:,V22080402,personalizada,V22080402 > 0 && V22080402 < 1,alerta,"Preço médio unitário da dúzia de ovos vendidos abaixo do esperado. Confirme com o produtor o preço de 1 dúzia de ovos vendidos e faça o acerto, se necessário."
quadro19.json,Não houve produção de ovos de galinhas no estabelecimento no período de 01/10/2016 a 30/09/2017,V22080000,personalizada,V22050000 == 1 && V22010000 == 1 && V22080000 == 1,alerta,"Foi marcada a opção galinhas mas não houve efetivo, nem venda, nem produção de ovos. Confirme com o produtor e faça o acerto, se necessário."
quadro20.json,Quantidade de codornas no estabelecimento,V25010101,personalizada,V25010101 == 0 && V25010000 != 1,erro,Preenchimento obrigatório. deve ser preenchido a quantidade de codornas ou a opção não houve.
quadro20.json,Quantidade de codornas no estabelecimento,V25010101,personalizada,V25010101 > 5000,alerta,"Quantidade de codornas acima do esperado. Confirme com o produtor a quantidade de codornas existentes em 30/09/2017 e faça o acerto, se necessário."
quadro20.json,Quantidade de codornas vendidas,V25030101,personalizada,V25030101 == 0 && V25030000 != 1,erro,Preenchimento obrigatgório. Deve ser preenchido a quantidade de codornas vendidas ou a opção não houve venda.
quadro20.json,Preço médio da codorna vendida,V25030102,personalizada,V25030102 > 30,alerta,"Preço médio de codornas vendidas acima do esperado. Confirme com o produtor o preço médio de uma codorna vendida e faça o acerto, se necessário."
quadro20.json,Preço médio da codorna vendida,V25030102,personalizada,V25030102 < 1 && V25030102 > 0,alerta,"Preço médio de codornas vendidas abaixo do esperado. Confirme com o produtor o preço de uma codorna vendida e faça o acerto, se necessário."
quadro20.json,Quantidade produzida (DZ),V25040101,personalizada,V25040101 == 0 && V25040000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de ovos produzios ou a opção não houve.
quadro20.json,Quantidade vendida (DZ),V25040201,personalizada,V25040201 > V25040101,erro,Dúzias de ovos de codornas vendidas maior que produzidos. Confirme com o produtor quantas dúzias de ovos de codornas foram produzidas e vendidas e faça o acerto necessário.
quadro20.json,Quantidade vendida (DZ),V25040201,personalizada,(V25040101 - V25040201) > 300,alerta,"Dúzias de ovos de codornas acima do esperado com quantidade vendida abaixo do esperado. Confirme com o produtor quantas dúzias de ovos de codornas foram produzidas e vendidas e faça o acerto, se necessário."
quadro20.json,Preço médio da dúzia de ovos vendida,V25040202,personalizada,V25040202 > 20,alerta,"Preço médio da dúzia de ovos de codornas vendida acima do esperado. Confirme com o produtor o preço médio de venda de uma dúzia de ovos de codornas e faça o acerto, se necessário."
quadro20.json,Preço médio da dúzia de ovos vendida,V25040202,personalizada,V25040202 < 1 && V25040202 > 0,alerta,"Preço médio da dúzia de ovos de codornas vendida abaixo do esperado. Confirme com o produtor o preço médio de venda de uma dúzia de ovos de codornas e faça o acerto, se necessário."
quadro20.json,Não houve produção e venda de ovos codornas no estabelecimento em 30/09/2017,V25040000,personalizada,V25010000 == 1 && V25030000 == 1 && V25040000 == 1,alerta,"Houve criação de codornas, mas não houve efetivo, animais vendidos nem produção de ovos. Confirme com o produtor e faça o acerto, se necessário."
quadro21.json,"Total de patos, gansos, marrecos, perdizes e faisões",V23010101,personalizada,V23010101 + V24010101 + V26010101 == 0 && V26010000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de outras aves ou a opção não houve.
quadro21.json,Total de outras aves vendidas,V26030101,personalizada,V26030101 == 0 && V26030000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade vendida de outras aves ou a opção não houve.
quadro21.json,Valor total da venda,V26030102,personalizada,VW26030101 > 3000,alerta,"Valor dos animais vendidos acima do esperado. Confirme com o produtor o a quantidade de animais vendidos e o valor total e faça o acerto, se necessário."
quadro21.json,Valor total da venda,V26030102,personalizada,VW26030101 < 50 && V26030102 > 0,alerta,"Valor dos animais vendidos abaixo do esperado. Confirme com o produtor o a quantidade de animais vendidos e o valor total e faça o acerto, se necessário."
quadro21.json,Quantidade de ovos vendidos de outras aves,V26040201,personalizada,V26040201 == 0 && V26040000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de ovos vendida de outras aves ou a opção não houve.
quadro21.json,Valor total da venda de ovos,V26040202,personalizada,VW26040201 > 3000,alerta,"Valor médio da dúzia de ovos vendidos acima do esperado. Confirme com o produtor a quantidade de animais e o valor total e faça o acerto, se necessário."
quadro21.json,Valor total da venda de ovos,V26040202,personalizada,VW26040201 < 50 && V26040202 > 0,alerta,"Valor médio da dúzia de ovos vendidos abaixo do esperado. Confirme com o produtor a quantidade de animais e o valor total e faça o acerto, se necessário."
quadro21.json,Não houve venda de ovos de outras aves,V26040000,personalizada,V26010000 == 1 && V26030000 == 1 && V26040000 == 1,alerta,"Houve criação de outras aves, mas não houve efetivo, animais vendidos nem produção de ovos. Confirme com o produtor e faça o acerto, se necessário."
quadro22.json,Numero de animais em 30/09/2017,V27010101,personalizada,V27010101 == 0 && V27010000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido o número de animais ou a opção não houve.
quadro22.json,Numero de animais em 30/09/2017,V27010101,personalizada,V27010101 > 2000,alerta,"Total de coelhos acima do esperado. Confirme com o produtor a quantidade de coelhos existentes em 30/09/2017 e faça o acerto, se necessário."
quadro22.json,Não havia coelhos no estabelecimento em 30/09/2017,V27010000,personalizada,V27010000 == 1 && V27010300 == 1,alerta,"Foi marcada a opção coelhos mas não houve efetivo, nem venda. Confirme com o produtor e faça o acerto, se necessário"
quadro22.json,Animais vendidos no período de 01/10/2016 a 30/09/2017,V27010301,personalizada,V27010300 != 1 && V27010301 == 0,erro,Preencha o número de coelhos vendidos ou marque que não houve coelhos vendidos.
quadro22.json,Valor total da venda,V27010302,personalizada,VW27010300 > 50,alerta,"Preço médio de um coelho vendido acima do esperado. Confirme com o produtor o valor total dos coelhos vendidos e faça o acerto, se necessário."
quadro22.json,Valor total da venda,V27010302,personalizada,VW27010300 < 2 && V27010302 > 0,alerta,"Preço médio de um coelho vendido abaixo do esperado. Confirme com o produtor o valor total dos coelhos vendidos e faça o acerto, se necessário."
quadro23.json,Quantidade de mel vendido(Kg),V28020201,personalizada,V28020201 == 0 && V28020000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de mel vendido ou a opção não houve.
quadro23.json,Preço médio do quilo vendido:,V28020202,personalizada,V28020202 > 80,alerta,"Preço médio unitário do quilo do mel vendido acima do esperado. Confirme com o produtor o preço de um quilo de mel vendido e faça o acerto, se necessário."
quadro23.json,Preço médio do quilo vendido:,V28020202,personalizada,V28020201 > 0 && V28020202 < 3,alerta,"Preço médio unitário do quilo do mel vendido abaixo do esperado. Confirme com o produtor o preço de 1 quilo de mel vendido e faça o acerto, se necessário."
quadro23.json,Quantidade de cera vendida(Kg),V28030201,personalizada,V28030201 == 0 && V28030000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de cera vendida ou a opção não houve.
quadro23.json,Preço médio do quilo vendido,V28030202,personalizada,V28030202 > 50,alerta,"Preço médio unitário do quilo da cera vendida acima do esperado. Confirme com o produtor o preço de um quilo de cera vendida e faça o acerto, se necessário."
quadro23.json,Preço médio do quilo vendido,V28030202,personalizada,V28030201 > 0 && V28030202 < 5,alerta,"Preço médio unitário do quilo da cera vendida abaixo do esperado. Confirme com o produtor o preço de 1 quilo de cera vendida e faça o acerto, se necessário."
quadro23.json,Valor total da venda,V28040101,personalizada,V28040101 == 0 && V28040000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade vendida ou a opção não houve.
quadro23.json,Valor total da venda,V28040101,personalizada,V28040101 > 5000,alerta,"Valor total de geléia real, própolis e pólen acima do esperado. Confirme com o produtor este valor e faça o acerto, se for necessário."
quadro23.json,Total de caixas (colmeias) em 30/09/2017,V28080101,personalizada,V28080101 == 0 && V28080000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade vendida ou a opção não houve.
quadro23.json,Total de caixas (colmeias) em 30/09/2017,V28080101,personalizada,V28080101 > 99,alerta,Quantidade de caixas acima do esperado. Confirme com o produtor.
quadro23.json,Não havia caixas(colmeias) de abelha em 30/09/2017,V28080000,personalizada,V28020000 == 1 && V28030000 == 1 && V28040000 == 1 && V28080000 == 1,alerta,"Foi marcada a opção abelhas mas não houve venda de mel, cera, geleia real e própolis e não havia caixas. Confirme com o produtor e faça o acerto, se necessário."
quadro24.json,Tanques escavados/construídos,V29020100,personalizada,V29020100 != 2 && V29020200 != 2 && V29020300 != 2 && V29020400 != 2 && V29020600 != 2,erro,Pelo menos um local de criação deve ser selecionado.
quadro24.json,Área em m² de lâmina de água utilizada na criação,V29020500,personalizada,V29020500 > 1000000,alerta,"Área destinada a aquicultura maior que a esperada, Confirmar com o informante e faça o acerto se necessário."
quadro24.json,Carpa,V29040100,personalizada,V29040100 != 2 && V29040200 != 2 && V29040300 != 2 && V29040400 != 2 && V29040500 != 2 && V29040600 != 2 && V29040700 != 2 && V29042100 != 2 && V29040800 != 2 && V29040900 != 2 && V29041000 != 2 && V29041100 != 2 && V29041200 != 2 && V29041300 != 2 && V29041400 != 2 && V29041500 != 2 && V29041600 != 2 && V29041700 != 2 && V29041800 != 2 && V29041900 != 2 && V29042000 != 2,erro,Pelo menos uma espécie criada deve ser selecionada.
quadro24.json,Valor da venda,V29041602,personalizada,V29041602 > 20000,alerta,"Valor total de venda acima do esperado. Confirme com o produtor este valor e faça o acerto, se for necessário."
quadro24.json,Quantidade vendida (kg),V29050201,personalizada,V29050201 == 0 && V29050100 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de peixes vendidos ou a opção não houve.
quadro24.json,Preço médio,V29050202,personalizada,V29050202 > 30,alerta,"Preço médio unitário do quilo dos peixes vendidos acima do esperado. Confirme com o produtor o preço de um quilo de peixe vendido e faça o acerto, se necessário."
quadro24.json,Preço médio,V29050202,personalizada,V29050202 < 2,alerta,"Preço médio unitário do quilo do peixe vendidos abaixo do esperado. Confirme com o produtor o preço de um quilo de peixe vendido e faça o acerto, se necessário."
quadro24.json,Quantidade vendida (kg),V29060201,personalizada,V29060201 == 0 && V29060100 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade camarão vendido ou a opção não houve.
quadro24.json,Preço médio:,V29060202,personalizada,V29060202 > 40,alerta,"Preço médio unitário do quilo do camarão vendido acima do esperado. Confirme com o produtor o preço de um quilo de camarão vendido e faça o acerto, se necessário."
quadro24.json,Preço médio:,V29060202,personalizada,V29060202 > 0 && V29060202 < 2,alerta,"Preço médio unitário do quilo do camarão vendido abaixo do esperado. Confirme com o produtor o preço de um quilo de camarão vendido e faça o acerto, se necessário."
quadro24.json,Quantidade vendida (dúzia),V29070201,personalizada,V29070201 == 0 && V29070100 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de ostras/veiras vendido ou a opção não houve.
quadro24.json,Preço médio:,V29070202,personalizada,V29070202 > 30,alerta,"Preço médio unitário da dúzia das ostras/vieiras vendido acima do esperado. Confirme com o produtor o preço da dúzia de ostras/vieiras vendido e faça o acerto, se necessário."
quadro24.json,Preço médio:,V29070202,personalizada,V29070202 > 0 && V29070202 < 1,alerta,"Preço médio unitário da dúzia das ostras/vieiras vendido abaixo do esperado. Confirme com o produtor o preço da dúzia de ostras/vieiras vendido e faça o acerto, se necessário."
quadro24.json,Quantidade vendida (kg),V29080201,personalizada,V29080201 == 0 && V29080100 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de mexilhões vendido ou a opção não houve.
quadro24.json,Preço médio:,V29080202,personalizada,V29080202 > 30,alerta,"Preço médio unitário do quilo do mexilhão vendido acima do esperado. Confirme com o produtor o preço de um quilo de mexilhão vendido e faça o acerto, se necessário."
quadro24.json,Preço médio:,V29080202,personalizada,V29080202 > 0 && V29080202 < 1,alerta,"Preço médio unitário do quilo do mexilhão vendido abaixo do esperado. Confirme com o produtor o preço de um quilo de mexilhão vendido e faça o acerto, se necessário."
quadro25.json,Quantidade vendida de carne (kg),V30010201,personalizada,V30010201 == 0 && V30010100 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade de carne de rã vendido ou a opção não houve.
quadro25.json,Preço médio:,V30010202,personalizada,V30010202 > 80,alerta,"Preço médio do quilo de carne de rã vendida acima do esperado. Confirme com o produtor o preço de um quilo de carne de rã vendida e faça o acerto, se necessário."
quadro25.json,Preço médio:,V30010202,personalizada,V30010202 < 2 && V30010202 > 0,alerta,"Preço médio do quilo de carne de rã vendida abaixo do esperado. Confirme com o produtor o preço de um quilo de carne de rã vendida e faça o acerto, se necessário."
quadro26.json,Quantidade de casulos produzidos (kg),V31010101,personalizada,V31010101 == 0 && V31010000 != 1,erro,Preenchimento do quesito obrigatório. Deve ser preenchido a quantidade de casulos ou a opção não houve.
quadro26.json,Quantidade de casulos produzidos (kg),V31010101,personalizada,V31010101 > 5000,alerta,"Produção obtida de casulos acima do esperado. Confirme com o produtor quantos quilos de casulos foram obtidos no período de 01/10/2016 a 30/09/2017 e faça o acerto, se necessário."
quadro26.json,Quantidade de casulos vendidos (kg),V31010201,personalizada,V31010201 > V31010101,erro,Quantidade vendida maior que produzida. Confirme com o produtor quantos quilos de casulos foram obtidos e vendidos no período de 01/10/2016 a 30/09/2017 e faça o acerto necessário.
quadro26.json,Quantidade de casulos vendidos (kg),V31010201,personalizada,V31010101 == 0 && V31010201 == 0 && V31010000 == 2,erro,Preencha pelo menos um campo de produção de casulos ou marque que não houve produção de casulos.
quadro26.json,Preço médio:,V31010202,personalizada,V31010202 > 50,alerta,"Preço médio do quilo do casulo vendido acima do esperado. Confirme com o produtor o preço de um quilo de casulo vendido e faça o acerto, se necessário."
quadro26.json,Preço médio:,V31010202,personalizada,V31010202 < 5 && V31010202 > 0,alerta,"Preço médio do quilo do casulo vendido abaixo do esperado. Confirme com o produtor o preço de um quilo de casulo vendido e faça o acerto, se necessário."
quadro27.json,"Valor total  de venda do pescado, moluscos ou crustáceos no período de 01/10/2016 a 30/09/2017",V32040100,personalizada,V32040100 == 0 && V32040000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido a quantidade vendida ou a opção não houve.
quadro27.json,"Valor total  de venda do pescado, moluscos ou crustáceos no período de 01/10/2016 a 30/09/2017",V32040100,personalizada,V32040100 > 5000,alerta,"Valor total da venda de pescado, moluscos e crustáceos acima do esperado. Confirme com o produtor este valor e faça o acerto, se for necessário."
quadro28.json,Lavoura temporária (produtos colhidos no período de 01/10/2016 a 30/09/2017),V33010100,personalizada,V33010100 != 2 && V33010200 != 2 && V33010300 != 2 && V33010400 != 2 && V33010500 != 2 && V33010600 != 2 && V33010700 != 2 && V33010000 != 1,erro,O preenchimento do quesito é obrigatório
quadro28.json,Produtos da silvicultura (produtos colhidos no período de 01/10/2016 a 30/09/2017),V33010700,personalizada,V33010700 == 1  && V33010600 == 2,alerta,Espécies da silvicultura existentes em 30/09/2017 sem produtos colhidos. Confirme com o produtor se houve colheita de algum produto da floresta plantada.
quadro37.json,Desinvestimento,V46011600,personalizada,V46011600 + V46011500 + V46010300 + V46011800 + V46011400 == 0 && V46010001 != 1,erro,Preenchimento obrigatório. Deve ser preenchido as receitas do estabelecimento ou a opção não houve.
quadro37.json,Recursos de aposentadorias ou pensões do produtor e cônjuge,V46010600,personalizada,((V46010600 + V46010700 + V46010900 + V46011000 + V46011100 + V46011200 + V46011300) == 0) && V46010000 != 1,erro,Preenchimento obrigatório. Deve ser preenchido as outras receitas do estabelecimento ou a opção não houve.
quadro37.json,Recursos de aposentadorias ou pensões do produtor e cônjuge,V46010600,personalizada,V46010600 > 50000,alerta,Receita obtida com recursos de aposentadoria ou pensão acima do esperado. Confirme o valor com o produtor e redigite o valor informado.
quadro37.json,Rendas obtidas em atividades fora do estabelecimento pelo produtor e cônjuge,V46010700,personalizada,V46010700 > 50000,alerta,Receita obtida com salários acima do esperado. Confirme com o produtor o valor recebido com salários em atividades fora do estabelecimento e 'redigite' o valor informado.
quadro37.json,Recebimento de prêmio do programa garantia safra,V46010900,personalizada,V46010900 > 50000,alerta,Receita obtida com programas do governo acima do esperado. Confirme o valor com o produtor e redigite o valor informado.
quadro37.json,Recebimento de prêmio do Programa Garantia da Atividade Agropecuária da Agricultura Familiar - PROAGRO Mais,V46011000,personalizada,V46011000 > 50000,alerta,Receita obtida com programas do governo acima do esperado. Confirme o valor com o produtor e redigite o valor informado.
quadro37.json,"Recebimento do Programa Nacional de Habitação Rural (MINHA CASA, MINHA VIDA)",V46011100,personalizada,V46011100 > 50000,alerta,Receita obtida com programas do governo acima do esperado. Confirme o valor com o produtor e redigite o valor informado.
quadro37.json,Recebimento de pagamento por serviços ambientais (BOLSA VERDE e Programas Estaduais),V46011200,personalizada,V46011200 > 50000,alerta,Receita obtida com programas do governo acima do esperado. Confirme o valor com o produtor e redigite o valor informado.
quadro37.json,"Recebimento de pagamento proveniente de Outros Programas dos Governos (Federal, Estadual ou Municipal)",V46011300,personalizada,V46011300 > 50000,alerta,Receita obtida com outros programas do governo acima do esperado. Confirme o valor com o produtor e redigite o valor informado.
quadro38.json,Investimento,V43020100,personalizada,V43020100 != 2 && V43020200 != 2 && V43020300 != 2 && V43020400 != 2,erro,Pelo menos uma finalidade deve ser selecionada..
quadro38.json,PRONAF,V43030101,personalizada,V43030000 == 2 && V43030101 != 2 && V43030105 != 2 && V43030106 != 2 && V43030107 != 2 && V43030108 != 2 && V43030110 != 2 && V43030109 != 2,erro,Preenchimento pelo menos um programa.
quadro38.json,Bancos,V43040100,personalizada,V43040100 != 2 && V43040200 != 2 && V43040300 != 2 && V43040400 != 2 && V43040500 != 2 && V43040600 != 2 && V43040700 != 2 && V43040800 != 2 && V43040900 != 2 && V43041000 != 2,erro,Pelo menos uma opção deve ser selecionada.
quadro39.json,Arrendamento,V45010100,personalizada,V03050000 > 0 && V45010100 == 0,alerta,Registre o valor gasto com Arrendamento.
quadro39.json,Arrendamento,V45010100,personalizada,V03050000 > 0 && V45010100 == 0,alerta,Estabelecimento possui terras arrendadas. Falta o valor dessa despesa. Confirme com o produtor e faça o acerto necessário.
quadro39.json,Arrendamento,V45010100,personalizada,(V45010100 + V45010200 + V45010300 + V45010500 + V45010800 + V45011200 + V45011400 + V45011500 + V45010900 + V45011900 + V45011300 + V45012300 + V45014200 + V45012500 + V45012600 + V45012800) == 0 && V45010000 != 1,alerta,Deve ser preenchido algum dos items ou a opção não houve.
quadro39.json,"Salários pagos pelo produtor, em dinheiro ou produtos (inclusive 13º salário, férias e encargos)",V45010300,personalizada,(VW09000001 + VW09000002) > 0 && V45010300 == 0,alerta,"Registre os Salários pagos pelo produtor, em dinheiro ou produtos (inclusive 13º salário, férias e encargos)."
quadro39.json,Contratação de serviços,V45010200,personalizada,V12010000 == 2 && V45010200 == 0,alerta,Registre o valor gasto com Contratação de serviços
quadro39.json,Contratação de serviços,V45010200,personalizada,V12010000 == 2 && V45010200 == 0,alerta,Houve contratação de serviços no estabelecimento no período de 01/10/2016 a 30/09/2017. Falta o valor dessa despesa. Confirme com o produtor e faça o acerto necessário.
quadro39.json,Adubos e corretivos,V45010500,personalizada,(V05150100 == 2 || V05150100 == 4) && V45010500 == 0,alerta,Estabelecimento utilizou adubos químicos no período de 01/10/2016 a 30/09/2017. falta o valor dessa despesa. Confirme com o produtor e faça o acerto necessário.
quadro39.json,Adubos e corretivos,V45010500,personalizada,V05140100 == 2 && V45010500 == 0,alerta,Estabelecimento utilizou corretivos do ph no período de 01/10/2016 a 30/09/2017. Falta o valor dessa despesa. Confirme com o produtor e faça o acerto necessário.
quadro39.json,Agrotóxicos,V45010800,personalizada,V05180100 == 2 && V45010800 == 0,alerta,Estabelecimento utilizou agrotóxicos. falta o valor dessa despesa. Confirme com o produtor e faça o acerto necessário.
quadro39.json,Medicamentos para animais,V45011400,personalizada,V13060000 == 2 && V45011400 == 0,alerta,"Estabelecimento faz controle de pragas ou doenças em animais. falta o valor da despesa com medicamentos. Confirme com o produtor se houve despesa com medicamentos no período de 01/10/2016 a 30/09/2017 e faça o acerto, se necessário."
quadro39.json,Sal e rações para animais,V45011500,personalizada,V13080000 == 1 && V45011500 == 0,alerta,"Estabelecimento faz suplementação alimentar nos animais com sal mineral ou rações. falta o valor dessa despesa. Confirme com o produtor se houve despesa com sal mineral ou rações no período de 01/10/2016 a 30/09/2017 e faça o acerto, se necessário."
quadro39.json,Sementes e mudas (exclusive mudas para novas culturas permanentes e silvicultura),V45010900,personalizada,"(condicaoVerdadeiraParaAlgumProduto(V34010100, V34021700, 2) || condicaoVerdadeiraParaAlgumProduto(V34010100, V34021700, 3) || condicaoVerdadeiraParaAlgumProduto(V34010100, V34021700, 4)) && V45010900 == 0",alerta,Estabelecimento utilizou sementes adquiridas na lavoura temporária. falta o valor dessa despesa. Confirme com o produtor e faça o acerto necessário.
quadro39.json,Energia elétrica,V45011900,personalizada,V05030100 == 2 && V45011900 == 0,alerta,Estabelecimento utilizou energia elétrica. falta o valor dessa despesa. Confirme com o produtor e faça o acerto necessário.
quadro39.json,Despesa com a compra de animais,V45011300,personalizada,V13010000 == 2 && V45011300 == 0,alerta,"Houve criação de animais e não houve despesa com compra de animais. Confirme com o produtor e faça o acerto, se necessário."
quadro39.json,Combustíveis e lubrificantes,V45014200,personalizada,V07010100 == 2 && V45014200 == 0,alerta,"Haviam máquinas, equipamentos ou veículos e não houve despesa com combustíveis e lubrificantes. Confirme com o produtor e faça o acerto, se necessário."
quadro39.json,Novas culturas permanentes e silvicultura,V45012500,personalizada,V45012500 > 0 && V04020000 == 0,alerta,"Valor com formação de lavoura permanente, sem área de lavoura permanente. Confirme com o produtor e registre o valor desse investimento."
quadro39.json,Formação de novas pastagens,V45012600,personalizada,V45012600 > 0 && V04060000 == 0 && V04070000 == 0 && V04110000 == 0,alerta,"Valor com formação de novas pastagens, sem área de pastagem plantada. Confirme com o produtor e registre o valor desse investimento."
quadro39.json,Outras despesas,V45012800,personalizada,(V05120200 == 2 || V05120500 == 2) && V45012800 == 0,alerta,"O estabelecimento recebe assistência técnica própria ou de empresa privada e não tem despesa com essa assistência. Confirme com o produtor e faça o acerto, se necessário."
quadro39.json,Outras despesas,V45012800,personalizada,VW45013600 > 500000,alerta,"Valor das despesas acima do esperado. Confirme com o produtor o valor de cada uma das despesas realizadas no período de 01/10/2016 a 30/09/2017, e faça o acerto, se necessário."
quadro40.json,CPF do produtor,V51010100,personalizada,V51010100 == null && V51010101 != 2,erro,Deve ser preenchido o número do CPF ou a opção não quis informar
quadro40.json,CPF do produtor,V51010100,cpf,V51010100 == null && V51010101 != 2,erro,Número do CPF incompleto. Confirme com o produtor essa informação e faça o acerto necessário
